"Date","Easting","Northing","Elevation","Longitude","Latitude"
2019-10-19,2640697.95492236,1112131.98087763,2834.39475,7.96549491,46.15943927
2019-10-20,2640697.95211969,1112131.97820855,2834.3874,7.96549488,46.15943925
2019-10-21,2640697.95224318,1112131.97730214,2834.3927,7.96549488,46.15943924
2019-10-22,2640697.9513151,1112131.97881891,2834.3877,7.96549487,46.15943926
2019-10-23,2640697.94967949,1112131.97852597,2834.38865,7.96549485,46.15943925
2019-10-24,2640697.94583207,1112131.97653151,2834.38695,7.96549479,46.15943924
2019-10-25,2640697.94921564,1112131.97997058,2834.3887,7.96549484,46.15943927
2019-10-26,2640697.94844019,1112131.97829847,2834.3902,7.96549483,46.15943925
2019-10-27,2640697.94672212,1112131.97917482,2834.3878,7.96549481,46.15943926
2019-10-28,2640697.94619332,1112131.9799483,2834.3903,7.9654948,46.15943927
2019-10-29,2640697.943786,1112131.97982262,2834.3898,7.96549477,46.15943927
2019-10-30,2640697.94240898,1112131.97882164,2834.3837,7.96549475,46.15943926
2019-10-31,2640697.94227835,1112131.97592413,2834.3812,7.96549475,46.15943923
2019-11-01,2640697.93838053,1112131.97588423,2834.3799,7.9654947,46.15943923
2019-11-02,2640697.93840408,1112131.97721508,2834.3825,7.9654947,46.15943924
2019-11-03,2640697.93669906,1112131.97392565,2834.3835,7.96549468,46.15943921
2019-11-04,2640697.93492947,1112131.97174061,2834.3818,7.96549465,46.15943919
2019-11-05,2640697.93529402,1112131.97353062,2834.3806,7.96549466,46.15943921
2019-11-06,2640697.9331203,1112131.97229902,2834.382,7.96549463,46.1594392
2019-11-07,2640697.93273444,1112131.97153279,2834.3793,7.96549462,46.15943919
2019-11-08,2640697.93032748,1112131.97493274,2834.3867,7.96549459,46.15943922
2019-11-10,2640697.93014465,1112131.97648747,2834.3862,7.96549459,46.15943924
2019-11-11,2640697.92928674,1112131.9773918,2834.3835,7.96549458,46.15943924
2019-11-12,2640697.92868442,1112131.97616279,2834.3858,7.96549457,46.15943923
2019-11-14,2640697.922954,1112131.97779578,2834.3808,7.9654945,46.15943925
2019-11-15,2640697.92313012,1112131.97566217,2834.3845,7.9654945,46.15943923
2019-11-16,2640697.9208075,1112131.9756632,2834.3826,7.96549447,46.15943923
2019-11-19,2640697.91949579,1112131.97609231,2834.3806,7.96549445,46.15943923
2019-11-20,2640697.91879983,1112131.97599047,2834.38115,7.96549444,46.15943923
2019-11-22,2640697.91616449,1112131.97675099,2834.3707,7.96549441,46.15943924
2019-11-23,2640697.91554801,1112131.97718632,2834.3754,7.9654944,46.15943924
2019-11-25,2640697.912438,1112131.98116903,2834.3786,7.96549436,46.15943928
2019-11-27,2640697.90868498,1112131.97281157,2834.3708,7.96549431,46.1594392
2019-11-28,2640697.90721133,1112131.97490968,2834.3702,7.9654943,46.15943922
2019-11-29,2640697.90682062,1112131.97368637,2834.3712,7.96549429,46.15943921
2019-12-01,2640697.90415896,1112131.97456064,2834.3715,7.96549426,46.15943922
2019-12-02,2640697.90340909,1112131.9748905,2834.3704,7.96549425,46.15943922
2019-12-03,2640697.9032628,1112131.97476691,2834.3732,7.96549424,46.15943922
2019-12-04,2640697.90265303,1112131.97509987,2834.3731,7.96549424,46.15943922
2019-12-05,2640697.90158649,1112131.97331452,2834.3715,7.96549422,46.15943921
2019-12-06,2640697.9007323,1112131.9741958,2834.3684,7.96549421,46.15943922
2019-12-07,2640697.90372031,1112131.9777735,2834.3798,7.96549425,46.15943925
2019-12-08,2640697.89983315,1112131.97508174,2834.36485,7.9654942,46.15943922
2019-12-09,2640697.89773422,1112131.97700067,2834.36535,7.96549417,46.15943924
2019-12-10,2640697.89657738,1112131.97484438,2834.3676,7.96549416,46.15943922
2019-12-11,2640697.89524704,1112131.97427043,2834.3679,7.96549414,46.15943922
2019-12-12,2640697.89461415,1112131.97593943,2834.3681,7.96549413,46.15943923
2019-12-13,2640697.89345023,1112131.97726432,2834.36305,7.96549412,46.15943925
2019-12-14,2640697.89622962,1112131.97739051,2834.3443,7.96549415,46.15943925
2019-12-15,2640697.88991425,1112131.98095772,2834.37695,7.96549407,46.15943928
2019-12-16,2640697.88788846,1112131.97777739,2834.36565,7.96549404,46.15943925
2019-12-17,2640697.88718541,1112131.97721354,2834.3742,7.96549404,46.15943925
2019-12-18,2640697.88549083,1112131.97731978,2834.37225,7.96549401,46.15943925
2019-12-19,2640697.89080072,1112131.9812504,2834.3809,7.96549408,46.15943928
2019-12-20,2640697.88396007,1112131.97596483,2834.3717,7.96549399,46.15943923
2019-12-21,2640697.87649921,1112131.97058675,2834.3507,7.9654939,46.15943919
2019-12-23,2640697.88417556,1112131.97197227,2834.37535,7.965494,46.1594392
2019-12-24,2640697.88438434,1112131.97108944,2834.3715,7.965494,46.15943919
2019-12-25,2640697.88259685,1112131.97129312,2834.37,7.96549398,46.15943919
2019-12-26,2640697.88043879,1112131.97061785,2834.3672,7.96549395,46.15943919
2019-12-27,2640697.87927636,1112131.97038464,2834.3619,7.96549393,46.15943918
